,Province,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU,Year,Month,Day
1650,YT,4196,80,25,1,0,0,0,0,2022,04,29
1664,YT,4254,58,25,0,0,0,0,0,2022,05,06
1678,YT,4318,64,25,0,0,0,0,0,2022,05,13
1692,YT,4349,31,25,0,0,0,0,0,2022,05,20
1706,YT,4378,29,26,1,0,0,0,0,2022,05,27
1720,YT,4397,19,26,0,0,0,0,0,2022,06,03
1734,YT,4410,13,26,0,0,0,0,0,2022,06,10
1748,YT,4430,20,26,0,0,0,0,0,2022,06,17
1762,YT,4453,23,26,0,0,0,0,0,2022,06,24
1776,YT,4476,23,26,0,0,0,0,0,2022,07,01
1790,YT,4504,28,26,0,0,0,0,0,2022,07,08
1804,YT,4547,43,26,0,0,0,0,0,2022,07,15
1818,YT,4599,52,26,0,0,0,0,0,2022,07,22
1832,YT,4672,73,26,0,0,0,0,0,2022,07,29
1846,YT,4729,57,29,3,0,0,0,0,2022,08,05
1860,YT,4771,42,30,1,0,0,0,0,2022,08,12
1874,YT,4793,22,30,0,0,0,0,0,2022,08,19
1888,YT,4813,20,30,0,0,0,0,0,2022,08,26
1902,YT,4839,26,30,0,0,0,0,0,2022,09,02
1916,YT,4857,18,30,0,0,0,0,0,2022,09,09
1930,YT,4867,10,31,1,0,0,0,0,2022,09,16
1944,YT,4885,18,31,0,0,0,0,0,2022,09,23
1958,YT,4905,20,31,0,0,0,0,0,2022,09,30
1972,YT,4923,18,31,0,0,0,0,0,2022,10,07
1986,YT,4929,6,31,0,0,0,0,0,2022,10,14
2000,YT,4938,9,31,0,0,0,0,0,2022,10,21
2014,YT,4954,16,32,1,0,0,0,0,2022,10,28
2028,YT,4970,16,32,0,0,0,0,0,2022,11,04
2042,YT,4989,19,32,0,0,0,0,0,2022,11,11
2056,YT,4989,0,32,0,0,0,0,0,2022,11,18
2070,YT,4989,0,32,0,0,0,0,0,2022,11,25
2084,YT,4989,0,32,0,0,0,0,0,2022,12,02
2098,YT,4989,0,32,0,0,0,0,0,2022,12,09
2112,YT,4989,0,32,0,0,0,0,0,2022,12,16
2126,YT,4989,0,32,0,0,0,0,0,2022,12,23
2140,YT,4989,0,32,0,0,0,0,0,2022,12,30
2154,YT,4989,0,32,0,0,0,0,0,2023,01,06
2168,YT,4989,0,32,0,0,0,0,0,2023,01,13
2182,YT,4989,0,32,0,0,0,0,0,2023,01,20
2196,YT,4989,0,32,0,0,0,0,0,2023,01,27
2210,YT,4989,0,32,0,0,0,0,0,2023,02,03
2225,YT,4989,0,32,0,0,0,0,0,2023,02,10
2239,YT,4989,0,32,0,0,0,0,0,2023,02,17
2253,YT,4989,0,32,0,0,0,0,0,2023,02,24
2267,YT,4989,0,32,0,0,0,0,0,2023,03,03
2281,YT,4989,0,32,0,0,0,0,0,2023,03,10
